,Words,Frequency
2447,['NBA'],1
2448,"['Coke', 'Light']",2
2449,['Brachland'],1
2450,"['gib', 'Schiff']",1
2451,"['Straße', 'leben']",1
2452,['comprendo'],4
2453,['wings'],2
2454,"['wieder', 'Block']",1
2455,['Madonna'],25
2456,['SMS'],3
2457,"['Bad', 'Eyez']",10
2458,['adé'],1
2459,['Ordentlich'],7
2460,"['VIP', 'Psychiatrie']",1
2461,"['können', 'ficken']",2
2462,['SYGL'],2
2463,['Peppermint'],8
2464,"['Squad', 'Showtim']",1
2465,['Doublecup'],3
2466,['Geschäft'],1
2467,"['Auge', 'überall']",1
2468,['fluch'],1
2469,"['offen', 'Geschlosse']",1
2470,"['wieder', 'ok']",1
2471,['Pain'],1
2472,"['Low', 'Life']",3
2473,['frisch'],8
2474,['Wein'],2
2475,"['Kuck', 'Kuck']",1
2476,['Frag'],13
2477,"['Kunstfreiheit', 'decken']",4
2478,['Verpennt'],3
2479,['Over'],1
2480,['Overdose'],3
2481,['Gift'],1
2482,['Turtlez'],1
2483,"['drei', 'Uhr', 'nachts']",22
2484,"['Big', 'Bad', 'Wolf']",1
2485,['Bobby'],1
2486,"['Kids', 'From', 'The', 'Block']",7
2487,"['leer', 'Hand']",9
2488,['Zart'],7
2489,"['Asphalt', 'tennissocken']",1
2490,['Badmómz'],1
2491,['Radar'],1
2492,['Verdacht'],2
2493,['Hör'],1
2494,"['Lieg', 'wieder', 'wach']",17
2495,['Angekommen'],1
2496,['Leuchtreklame'],1
2497,"['Alice', 'Sarah']",1
2498,['Manchester'],1
2499,"['San', 'Andreas']",2
2500,['ficken'],1
2501,['Blessed'],9
2502,"['', 'Kanake']",1
2503,"['Pinky', 'Ring']",1
2504,['Schizophr'],1
2505,['heimkommen'],2
2506,['Extasy'],11
2507,['Pussyboy'],1
2508,"['Spiel', 'Spiel']",1
2509,['dürfen'],17
2510,"['Schicksal', 'treffen']",2
2511,['Fehler'],2
2512,"['une', 'jam']",1
2513,"['egal', 'hoch']",1
2514,"['Training', 'Day']",1
2515,['durstlöscher'],14
2516,"['schlecht', 'Tag']",1
2517,['Tu'],3
2518,['Lila'],1
2519,['Thano'],1
2520,"['favourit', 'Artist']",1
2521,"['Dis', 'Is', 'Fastlife']",1
2522,['Rosenkrieg'],4
2523,"['hassen', 'Kind']",1
2524,['Ghettogirl'],8
2525,['Bounce'],1
2526,['WEEE'],1
2527,"['Happy', 'Birthday']",1
2528,['Drilla'],2
2529,['Clubhouse'],1
2530,"['Drink', 'kalt']",4
2531,['FAFB'],1
2532,['Rotlichtsonat'],2
2533,"['King', 'Kong']",9
2534,['Vergib'],1
2535,['Insomnia'],1
2536,['Schmetterling'],9
2537,"['Popsmoke', 'Dance']",1
2538,['Herzalarm'],1
2539,"['Oh', 'Digga']",1
2540,['Sommergewitter'],25
2541,['mahalle'],1
2542,['wein'],3
2543,"['Daniel', 'Lee']",2
2544,['schwarz'],8
2545,['Promise'],1
2546,['Kampfsport'],1
2547,"['King', 'Sonny', 'Black']",1
2548,['Flyy'],1
2549,"['zwei', 'kenn']",1
2550,['Zukunft'],5
2551,['Crashen'],11
2552,['Mbappé'],1
2553,"['Nummer', 'eins']",1
2554,"['Vamos', 'mart']",6
2555,['Arm'],1
2556,"['rot', 'Auge', '']",1
2557,"['Showtim', 'Fourever']",1
2558,"['Blaues', 'Licht']",34
2559,['Checkst'],1
2560,"['Pink', 'Panther', '']",1
2561,"['nur', 'Bitte']",4
2562,"['Cloud', '']",3
2563,['Mandarin'],3
2564,"['', 'Grad']",11
2565,"['Filet', 'Mignon']",1
2566,['Flip'],1
2567,"['Heb', '']",1
2568,"['Money', 'II']",1
2569,['Venus'],2
2570,"['Schatten', 'Feigenbaum']",2
2571,['Savag'],1
2572,"['noch', 'einmal']",1
2573,['lässt'],9
2574,['Zuhälteraura'],1
2575,['Noise'],1
2576,['fair'],3
2577,"['belgische', 'Viertel']",16
2578,"['Money', 'Movez']",1
2579,"['', 'Kapitel']",3
2580,['Nebenjob'],1
2581,"['Roid', 'Rage']",1
2582,"['schön', 'tun', 'weh']",1
2583,"['Stern', 'Dach']",3
2584,"['', 'Km']",1
2585,['Parfum'],1
2586,"['gut', 'Geschäft']",2
2587,['Duft'],1
2588,['Apple'],1
2589,"['Pussy', 'Power']",1
2590,['Pille'],2
2591,"['null', '']",3
2592,"['Baby', '', '']",3
2593,"['immer', 'regnen']",2
2594,"['Para', 'Drill']",1
2595,"['Moje', 'sve']",4
2596,"['Kapitel', 'II', 'Vodka', '']",5
2597,['Mond'],4
2598,"['Intro', 'Magic']",1
2599,['Lüg'],1
2600,['Pause'],1
2601,['Guapa'],4
2602,"['Happy', 'End']",3
2603,['Raffaelo'],1
2604,['Späti'],18
2605,"['per', 'ty']",3
2606,"['Grauer', 'Schnee']",1
2607,"['Gib', 'Flex']",1
2608,['blueprinen'],1
2609,"['Dollar', 'Isyan']",1
2610,['FYM'],1
2611,"['nur', 'Prinzip']",1
2612,['Trapstar'],1
2613,"['Paris', 'Freestyle']",17
2614,"['Be', 'Hoe', 'Break', 'Hoe']",4
2615,['Song'],3
2616,"['Bleib', 'Nacht']",4
2617,"['Küs', 'Gift']",3
2618,"['Canada', 'Goose']",1
2619,['IDWK'],1
2620,"['Kapitel', 'III', 'Thunfisch', 'Weinbrand', '']",1
2621,['leben'],2
2622,['Lautlos'],2
2623,"['letzter', 'Song', 'gut']",19
2624,['Hahaha'],1
2625,['Jahr'],3
2626,"['Ghetto', 'Gemälde']",1
2627,['Giftgrünes'],1
2628,['NDA'],1
2629,['Violett'],1
2630,"['Bitte', 'Spitte']",1
2631,"['Kapitel', 'IV', 'Sport', '']",3
2632,"['double', 'Cup']",1
2633,['Schockstarre'],1
2634,"['Teufel', 'weinen']",1
2635,"['Unten', 'kommen', 'Gurk', 'rein']",1
2636,['Draufgängerjung'],1
2637,"['ke', 'harru']",1
2638,['genau'],1
2639,['Jung'],1
2640,['Blunt'],2
2641,"['Rubinroter', 'Wein']",4
2642,"['allein', 'allein']",5
2643,['Pourquoi'],2
2644,"['Loyalty', 'Over']",1
2645,['Narbe'],1
2646,['Bossmode'],1
2647,['nachbeben'],1
2648,['Andal'],1
2649,['molly'],3
2650,['black'],3
2651,['Mogli'],3
2652,"['blau', 'Himmel']",1
2653,['Strassengeschichten'],1
2654,['Nebel'],1
2655,"['Itachi', 'Flow']",1
2656,['Quit'],2
2657,"['Triple', 'Threat']",1
2658,['UDSSR'],1
2659,['Onlyfan'],5
2660,['Fabian'],1
2661,['Tageslicht'],2
2662,"['Social', 'Media']",1
2663,"['Baby', 'OG']",1
2664,['rauch'],1
2665,"['nie', 'verstehen']",2
2666,['MVP'],1
2667,['Feind'],1
2668,"['vieler', 'Lied', 'muss', 'noch', 'schreiben']",7
2669,"['', 'Allstar', '']",3
2670,['Offday'],1
2671,"['Tag', 'Team']",1
2672,"['Don', 'Wanna', 'Party', 'No', 'More']",1
2673,"['nur', 'Song', 'Need', 'Some', 'Sleep']",1
2674,"['Scheiss', 'Ossi']",1
2675,"['Scheiss', 'Wessi']",1
2676,"['anders', 'weniger', 'Arsch']",1
2677,['Rapstars'],3
2678,"['Gott', 'Zeuge']",1
2679,"['Sweet', 'Dream']",2
2680,"['You', 'Know']",1
2681,['Schmetterlinge'],3
2682,"['Wazabi', 'Gang']",1
2683,['Majestic'],2
2684,"['Dicht', 'Flieger']",22
2685,"['Gehen', 'bleiben']",1
2686,"['lass', 'los']",2
2687,['Inzidance'],1
2688,"['Song', 'reichen']",1
2689,"['Bling', 'Bling']",1
2690,['Jumper'],1
2691,['Baradar'],1
2692,['Riesenjoint'],1
2693,"['Zick', 'zack']",5
2694,['Crobot'],1
2695,['GMO'],1
2696,"['Champion', 'Club']",1
2697,['Teufel'],1
2698,"['You', 're', 'My', 'Heart', 'You', 're', 'My', 'Soul']",1
2699,['Mukke'],1
2700,"['lieben', 'Techno']",7
2701,['Powerade'],22
2702,['Planet'],1
2703,['Druff'],1
2704,"['We', 'It']",21
2705,"['Bob', 'Marley']",2
2706,"['dick', 'Titt']",4
2707,['Dilemma'],1
2708,"['gib', 'Grund']",1
2709,"['schön', 'Tag']",18
2710,"['Beautiful', 'Girl']",21
2711,['LV'],1
2712,['Obsessed'],3
2713,"['machen', 'Geld']",1
2714,"['Shank', 'On', 'Me']",1
2715,['Airbnb'],3
2716,['Layla'],18
2717,"['nie', 'mehr', 'zurück']",2
2718,['Molotov'],1
2719,['Prime'],1
2720,['Himalaya'],1
2721,"['Tmm', 'beschütz']",1
2722,['Ausmacht'],11
2723,['Ballade'],1
2724,['COACHELLA'],8
2725,['Ratchet'],1
2726,['Beretta'],3
2727,"['wieder', '']",1
2728,"['Bisschen', 'high']",1
2729,['Eismond'],1
2730,"['Day', 'Night']",1
2731,['Amin'],1
2732,['KMN'],1
2733,['Paradise'],13
2734,"['Zug', 'Bremse']",5
2735,['Sonntagabend'],1
2736,"['On', 'Fire']",1
2737,"['Hot', 'Summer']",2
2738,['Follow'],11
2739,"['Fahr', '']",1
2740,"['Kleiner', 'Prinz']",7
2741,"['nachts', 'wach']",11
2742,"['fick', 'Insta']",1
2743,['eigentlich'],3
2744,"['Ups', 'Downs']",7
2745,['Olivia'],9
2746,"['Commitment', 'Issues']",5
2747,"['LETZTES', 'MAL']",9
2748,['Karussell'],2
2749,"['Mi', 'Amor']",1
2750,['Heaven'],3
2751,"['Ticket', 'Ketama']",5
2752,"['Froz', 'Tear']",6
2753,"['Adam', 'Eva']",1
2754,"['Survival', 'Mode', 'Intro']",1
2755,"['Wildberry', 'Lillet']",6
2756,['Antwort'],1
2757,['Lea'],3
2758,"['Gott', 'Plan']",1
2759,['Runnin'],1
2760,"['Mami', 'Freestyle']",1
2761,['Check'],1
2762,['Kampfgeist'],1
2763,['Taxi'],3
2764,"['Präsi', 'Suite']",1
2765,['Idee'],2
2766,['Sternenstaub'],2
2767,['Skandalös'],1
2768,"['Starlight', 'Express']",1
2769,"['', 'Tag', 'Meer']",1
2770,['Baller'],1
2771,['alleine'],1
2772,"['Ohh', 'oh']",1
